feature_1,feature_2,class
3.7982193782794877,-0.4897440298135928,2
-0.03578527462202298,0.48630323332849473,3
-0.21096977598386252,0.3458862948264687,4
-1.3472859285440115,-0.7610944538423381,0
0.2765052530012169,-1.282031956195108,1
-0.7825219156435491,3.639544006884596,3
0.9143562237387621,1.1241745979593543,3
-0.7492030459141207,0.12856646255469995,4
1.6188344544060034,0.6355384408305005,2
-0.6535647287548401,-1.1482101410928822,0
0.9529566715780199,1.5568809065893905,3
2.436968697199963,0.64625146029631,2
-1.3326827029351138,1.0100639437777963,4
0.310791850947052,0.44882350976957053,3
0.5153110728944293,-0.776038216869669,1
1.955508235989115,0.21736568390063066,2
0.1594748263243963,2.527386706117911,3
-1.1693349678417937,-1.3519859792123312,0
0.5233746003726873,1.1106965690795088,3
0.058785253624634784,-0.736671663921916,1
-0.9363978580144301,-1.10706823521045,0
2.392406049446254,1.3218292545617507,2
-0.40237253852755517,-0.35799360612803527,0
-0.5591994058114631,1.8241441777065432,4
-1.0401859578358268,-0.5686952319974091,0
0.7530470919627937,-0.844181466980552,1
-2.58901884439751,-0.5555210503326659,0
0.3259381689527986,0.34460901588577875,2
1.2173545458671473,2.2995654128859897,3
1.683161639769091,1.4744204036340351,3
-0.05844658108443322,0.47872902662111944,3
-2.0316240060924993,-1.8047057777128068,0
0.18367745300668753,-1.3992965845720031,1
-0.6756759226674849,2.2744062076953036,3
-0.12142634684890707,0.41688553428775277,4
-2.31397739265496,-1.5478648054262094,0
0.005774884688551571,0.18428265069218785,3
1.6603514764092888,1.8481881962323339,3
-1.3267789373348924,0.45135498415169417,4
0.04138491130852635,-1.3605681944039956,1
0.21225257434435507,1.5096345857114688,3
-0.48941116487212444,-0.09914585392837526,0
-2.8459860983213137,1.056683648063685,4
-0.9171479860735863,0.8907583443717224,4
0.08142197255771655,-2.6970188214344475,1
-1.1489900997806701,-0.34139271090741974,0
-1.1466700523536686,0.23344483817186096,4
0.6341257848506964,-1.5428297255459968,1
-1.0074761828925465,-1.5026962807286697,0
-0.29633842155616547,0.8072187327879776,4
1.0052327713868425,1.4527294230108012,3
1.3816275143935675,-0.27396457234745236,2
-0.8190787730229468,0.9612919913270648,4
1.1492874594840006,-0.01204091349534206,2
0.6559520113282701,2.538180203806289,3
0.5378988588865836,0.9337129303636866,3
0.7883061138511569,-0.6870100777485061,1
2.5721366407744153,-0.003288685773761124,2
-0.7205218309353453,-0.08344595141296238,0
2.0305499994798724,-1.2067346727749158,2
-1.2205273687747566,2.1178936083716944,4
-1.021895420851086,1.0979169657900796,4
2.7476393904635406,1.339424089387835,2
-1.971225417273518,4.081193228465698,4
0.07164316572972992,0.2519062366822021,3
-0.8109654013423897,-0.8096821450647748,0
1.3030910812103769,-0.8878044992971696,2
-1.1411627043221784,0.001770142473723299,0
-0.13195528630476827,-0.37590249986150304,1
1.0091124861422438,-1.068016027434426,1
-0.9126481452525587,0.12217713899049701,4
-0.34736827944912324,3.251566617775642,3
-0.38451316383375816,-1.2384550779586607,0
0.0604389743359057,0.7465379541734897,3
0.08883376639480409,0.5110369173671443,3
1.4662066732214274,-1.3629772054264646,1
-1.790121975589552,1.9196130714353177,4
0.607438084051628,-0.6699162452180816,1
-0.13923751646392718,-1.0681667189874324,1
3.0418685778215937,-1.831832650245963,2
-2.105852727146837,0.6716037322847063,4
-0.11912772507016811,-0.3321315088620875,0
-1.3801388596952266,-0.1825629218985821,0
-3.4898749325038487,-0.7300067852123471,0
-2.961715890295217,-0.9705871251160556,0
4.310422863182182,-1.2892459348777316,2
-0.8638824373300785,0.4041274051119196,4
-0.8075828930454225,-0.1388663294200289,0
1.4271216387583348,-1.337903100137802,1
-0.16957608997907786,-0.39952448069044605,1
1.337106651966974,0.6604747567527408,2
1.7521217831016782,-1.505752362980349,1
3.2473473658110823,-1.363312115889463,2
1.0540080332482955,-1.9146909380110528,1
-1.5914163385724835,-0.42587316197281105,0
2.3922092517342524,-0.6485714476813162,2
0.5501361781691827,0.8171775211597976,3
0.944663008946258,-0.7426235357271715,1
-3.0087773158906836,-0.6112031558837692,0
0.6899279147598016,1.286823407208663,3
-0.6670235305113282,0.721205298241196,4
-2.3564914670527752,0.3933093936914489,4
2.6539139641648974,2.5278122323070975,3
0.12349056789752866,1.4129765649308688,3
1.2069610729512064,-0.12500788903814294,2
0.9291507280469037,0.27107394656323214,2
-1.6663467885768688,1.202308704444527,4
-0.15951633719925923,-1.1051105407431074,1
0.9571591719559556,-0.32495714636953404,2
-2.594296159298432,0.1958178815321523,4
1.5185124316636673,1.4288894628708668,3
0.6480319508129758,-3.5748191448806006,1
-0.32558458477428676,1.928713801791513,3
0.8446522264878661,-1.1317792973461354,1
-0.8389448921392444,-0.263034095287119,0
0.2010147915329864,-1.3821397269900781,1
0.7124818572542935,1.8956151423901588,3
-1.7754289517297965,1.0813611656205304,4
-0.049408106906503685,2.056618675015921,3
-0.5882361582467395,3.004389408880719,3
-2.7007982946587346,0.3181817706530209,4
-1.1531270242442266,1.3466810790900074,4
1.9251376150316917,2.0841670451618435,3
-1.7479542983525316,2.8273446357457477,4
-0.8109320732111467,2.312298427656663,4
-0.46190495315601954,0.0026114408501353714,0
-2.0099082516194597,-0.434235395883579,0
-2.7096824325965754,1.1949538577957208,4
0.567035286709037,0.8614453448837517,3
2.7336466021092853,-0.558701284732693,2
1.4329026711214214,-1.4303811424303945,1
1.0883816487509579,-0.5694634568879694,2
-2.297497968979588,1.5590077335131791,4
-0.4361542699029459,-0.22584442911679053,0
-0.5088065639473565,-0.1087279689491277,0
